"","Method","Model","Intercept","Slope","J0","JA","N","Correlation","Power","FWERS","CorMat_Error","No_simulations"
"269","mmm","glm",0.1,0.2,"8","2",200,0.5,0.9894,0.0225,0,10000
"270","mmm","glm",0.1,0.2,"8","2",200,0.9,0.9812,0.0221,0,10000
"271","mmm","glm",0.1,0.001,"2","8",400,0,0.0291,0.0076,0,10000
"272","mmm","glm",0.1,0.001,"2","8",400,0.5,0.0363,0.0101,0,10000
"273","mmm","glm",0.1,0.001,"2","8",400,0.9,0.0299,0.0143,0,10000
"274","mmm","glm",0.1,0.025,"2","8",400,0,0.1024,0.0063,0,10000
"275","mmm","glm",0.1,0.025,"2","8",400,0.5,0.0915,0.0104,0,10000
"276","mmm","glm",0.1,0.025,"2","8",400,0.9,0.0672,0.0152,0,10000
"277","mmm","glm",0.1,0.05,"2","8",400,0,0.3785,0.0079,0,10000
"278","mmm","glm",0.1,0.05,"2","8",400,0.5,0.2715,0.009,0,10000
"279","mmm","glm",0.1,0.05,"2","8",400,0.9,0.1969,0.0155,0,10000
"280","mmm","glm",0.1,0.075,"2","8",400,0,0.831,0.0076,0,10000
"281","mmm","glm",0.1,0.075,"2","8",400,0.5,0.6009,0.0085,0,10000
"282","mmm","glm",0.1,0.075,"2","8",400,0.9,0.4468,0.015,0,10000
"283","mmm","glm",0.1,0.1,"2","8",400,0,0.9936,0.007,0,10000
"284","mmm","glm",0.1,0.1,"2","8",400,0.5,0.8736,0.0075,0,10000
"285","mmm","glm",0.1,0.1,"2","8",400,0.9,0.7486,0.0143,0,10000
"286","mmm","glm",0.1,0.125,"2","8",400,0,1,0.0079,0,10000
"287","mmm","glm",0.1,0.125,"2","8",400,0.5,0.9841,0.0098,0,10000
"288","mmm","glm",0.1,0.125,"2","8",400,0.9,0.9311,0.0162,0,10000
"289","mmm","glm",0.1,0.15,"2","8",400,0,1,0.0082,0,10000
"290","mmm","glm",0.1,0.15,"2","8",400,0.5,0.9997,0.0101,0,10000
"291","mmm","glm",0.1,0.15,"2","8",400,0.9,0.9927,0.0147,0,10000
"292","mmm","glm",0.1,0.175,"2","8",400,0,1,0.0074,0,10000
"293","mmm","glm",0.1,0.175,"2","8",400,0.5,1,0.0085,0,10000
"294","mmm","glm",0.1,0.175,"2","8",400,0.9,0.9993,0.0132,0,10000
"295","mmm","glm",0.1,0.2,"2","8",400,0,1,0.0079,0,10000
"296","mmm","glm",0.1,0.2,"2","8",400,0.5,1,0.0102,0,10000
"297","mmm","glm",0.1,0.2,"2","8",400,0.9,1,0.0135,0,10000
"298","mmm","glm",0.1,0.001,"8","2",400,0,0.0081,0.0279,0,10000
"299","mmm","glm",0.1,0.001,"8","2",400,0.5,0.0092,0.0311,0,10000
"300","mmm","glm",0.1,0.001,"8","2",400,0.9,0.0159,0.0305,0,10000
"301","mmm","glm",0.1,0.025,"8","2",400,0,0.0269,0.0286,0,10000
"302","mmm","glm",0.1,0.025,"8","2",400,0.5,0.0301,0.0316,0,10000
"303","mmm","glm",0.1,0.025,"8","2",400,0.9,0.0406,0.0282,0,10000
"304","mmm","glm",0.1,0.05,"8","2",400,0,0.1109,0.0299,0,10000
"305","mmm","glm",0.1,0.05,"8","2",400,0.5,0.1131,0.0312,0,10000
"306","mmm","glm",0.1,0.05,"8","2",400,0.9,0.1281,0.0316,0,10000
"307","mmm","glm",0.1,0.075,"8","2",400,0,0.3426,0.0296,0,10000
"308","mmm","glm",0.1,0.075,"8","2",400,0.5,0.3357,0.0302,0,10000
"309","mmm","glm",0.1,0.075,"8","2",400,0.9,0.3419,0.0298,0,10000
"310","mmm","glm",0.1,0.1,"8","2",400,0,0.7118,0.0284,0,10000
"311","mmm","glm",0.1,0.1,"8","2",400,0.5,0.6552,0.0304,0,10000
"312","mmm","glm",0.1,0.1,"8","2",400,0.9,0.6494,0.0295,0,10000
"313","mmm","glm",0.1,0.125,"8","2",400,0,0.9439,0.0259,0,10000
"314","mmm","glm",0.1,0.125,"8","2",400,0.5,0.907,0.0333,0,10000
"315","mmm","glm",0.1,0.125,"8","2",400,0.9,0.8867,0.0254,0,10000
"316","mmm","glm",0.1,0.15,"8","2",400,0,0.9968,0.031,0,10000
"317","mmm","glm",0.1,0.15,"8","2",400,0.5,0.9875,0.0308,0,10000
"318","mmm","glm",0.1,0.15,"8","2",400,0.9,0.9828,0.0295,0,10000
"319","mmm","glm",0.1,0.175,"8","2",400,0,1,0.0296,0,10000
"320","mmm","glm",0.1,0.175,"8","2",400,0.5,0.9996,0.0335,0,10000
"321","mmm","glm",0.1,0.175,"8","2",400,0.9,0.9991,0.0292,0,10000
"322","mmm","glm",0.1,0.2,"8","2",400,0,1,0.0274,0,10000
"323","mmm","glm",0.1,0.2,"8","2",400,0.5,1,0.0329,0,10000
"324","mmm","glm",0.1,0.2,"8","2",400,0.9,1,0.0286,0,10000
"325","bt","glm",0.1,0.001,"2","8",100,0,0.0448594336750228,0.0117730640414087,NA,9853
"326","bt","glm",0.1,0.001,"2","8",100,0.5,0.0426266111844108,0.0118745559728002,NA,9853
"327","bt","glm",0.1,0.001,"2","8",100,0.9,0.0363341114381407,0.02232822490612,NA,9853
"328","bt","glm",0.1,0.025,"2","8",100,0,0.0903278189383944,0.00984471734497108,NA,9853
"329","bt","glm",0.1,0.025,"2","8",100,0.5,0.0715518116309753,0.010047701207754,NA,9853
"330","bt","glm",0.1,0.025,"2","8",100,0.9,0.0587638282756521,0.0176595960621131,NA,9853
"331","bt","glm",0.1,0.05,"2","8",100,0,0.181264589465138,0.00862681416827362,NA,9853
"332","bt","glm",0.1,0.05,"2","8",100,0.5,0.15000507459657,0.00974322541357962,NA,9853
"333","bt","glm",0.1,0.05,"2","8",100,0.9,0.10260834263676,0.0177610879935045,NA,9853
"334","bt","glm",0.1,0.075,"2","8",100,0,0.352988937379478,0.00720592712879326,NA,9853
"335","bt","glm",0.1,0.075,"2","8",100,0.5,0.255556683243682,0.00964173348218817,NA,9853
"336","bt","glm",0.1,0.075,"2","8",100,0.9,0.180249670151223,0.0177610879935045,NA,9853
"337","bt","glm",0.1,0.1,"2","8",100,0,0.604384451436111,0.00761189485435908,NA,9853
"338","bt","glm",0.1,0.1,"2","8",100,0.5,0.416015426773572,0.0093372576880138,NA,9853
"339","bt","glm",0.1,0.1,"2","8",100,0.9,0.301938495889577,0.0146148381203694,NA,9853
"340","bt","glm",0.1,0.125,"2","8",100,0,0.838018877499239,0.00598802395209581,NA,9853
"341","bt","glm",0.1,0.125,"2","8",100,0.5,0.621029128184309,0.00761189485435908,NA,9853
"342","bt","glm",0.1,0.125,"2","8",100,0.9,0.46057038465442,0.015629757434284,NA,9853
"343","bt","glm",0.1,0.15,"2","8",100,0,0.968537501268649,0.00527758043235563,NA,9853
"344","bt","glm",0.1,0.15,"2","8",100,0.5,0.783720694204811,0.00497310463818126,NA,9853
"345","bt","glm",0.1,0.15,"2","8",100,0.9,0.632193240637369,0.0128894752867147,NA,9853
"346","bt","glm",0.1,0.175,"2","8",100,0,0.996650766264082,0.00608951588348726,NA,9853
"347","bt","glm",0.1,0.175,"2","8",100,0.5,0.910179640718563,0.00558205622652999,NA,9853
"348","bt","glm",0.1,0.175,"2","8",100,0.9,0.779762508880544,0.0142088703948036,NA,9853
"349","bt","glm",0.1,0.2,"2","8",100,0,0.999797016137217,0.00548056429513854,NA,9853
"350","bt","glm",0.1,0.2,"2","8",100,0.5,0.970161372170912,0.00669846747183599,NA,9853
"351","bt","glm",0.1,0.2,"2","8",100,0.9,0.900639399167766,0.0141073784634122,NA,9853
"352","bt","glm",0.1,0.001,"8","2",100,0,0.0113670963158429,0.0431340708413681,NA,9853
"353","bt","glm",0.1,0.001,"8","2",100,0.5,0.0150208058459352,0.0387699177915356,NA,9853
"354","bt","glm",0.1,0.001,"8","2",100,0.9,0.020095402415508,0.0356236679184005,NA,9853
"355","bt","glm",0.1,0.025,"8","2",100,0,0.0217192733177712,0.0396833451740587,NA,9853
"356","bt","glm",0.1,0.025,"8","2",100,0.5,0.0292296762407389,0.0394803613112758,NA,9853
"357","bt","glm",0.1,0.025,"8","2",100,0.9,0.0327818938394398,0.0350147163300518,NA,9853
"358","bt","glm",0.1,0.05,"8","2",100,0,0.0555160864711255,0.0391758855171014,NA,9853
"359","bt","glm",0.1,0.05,"8","2",100,0.5,0.0616056023546128,0.0382624581345783,NA,9853
"360","bt","glm",0.1,0.05,"8","2",100,0.9,0.0726682228762813,0.0350147163300518,NA,9853
"361","bt","glm",0.1,0.075,"8","2",100,0,0.118339592002436,0.038871409722927,NA,9853
"362","bt","glm",0.1,0.075,"8","2",100,0.5,0.127372373896275,0.0359281437125748,NA,9853
"363","bt","glm",0.1,0.075,"8","2",100,0.9,0.131026083426368,0.0312595148685679,NA,9853
"364","bt","glm",0.1,0.1,"8","2",100,0,0.231807571298082,0.0376535065462296,NA,9853
"365","bt","glm",0.1,0.1,"8","2",100,0.5,0.228661321424947,0.0394803613112758,NA,9853
"366","bt","glm",0.1,0.1,"8","2",100,0.9,0.239419466152441,0.0341012889475287,NA,9853
"367","bt","glm",0.1,0.125,"8","2",100,0,0.411346797929565,0.035522175987009,NA,9853
"368","bt","glm",0.1,0.125,"8","2",100,0.5,0.384958895767786,0.034405764741703,NA,9853
"369","bt","glm",0.1,0.125,"8","2",100,0.9,0.379782807266822,0.029940119760479,NA,9853
"370","bt","glm",0.1,0.15,"8","2",100,0,0.63432457119659,0.0339997970161372,NA,9853
"371","bt","glm",0.1,0.15,"8","2",100,0.5,0.575763726783721,0.0312595148685679,NA,9853
"372","bt","glm",0.1,0.15,"8","2",100,0.9,0.556581751750736,0.0243580635339491,NA,9853
"373","bt","glm",0.1,0.175,"8","2",100,0,0.820054805642951,0.0359281437125748,NA,9853
"374","bt","glm",0.1,0.175,"8","2",100,0.5,0.753171622855983,0.0313610067999594,NA,9853
"375","bt","glm",0.1,0.175,"8","2",100,0.9,0.726377752968639,0.0258804425048209,NA,9853
"376","bt","glm",0.1,0.2,"8","2",100,0,0.933522784938597,0.0341012889475287,NA,9853
"377","bt","glm",0.1,0.2,"8","2",100,0.5,0.882878311174262,0.0305490713488278,NA,9853
"378","bt","glm",0.1,0.2,"8","2",100,0.9,0.859839642748402,0.0251699989850807,NA,9853
"379","bt","glm",0.1,0.001,"2","8",200,0,0.0412057241449305,0.0112656043844514,NA,9853
"380","bt","glm",0.1,0.001,"2","8",200,0.5,0.0437430224297168,0.0115700801786258,NA,9853
"381","bt","glm",0.1,0.001,"2","8",200,0.9,0.0367400791637065,0.0197909266213336,NA,9853
"382","bt","glm",0.1,0.025,"2","8",200,0,0.098954633106668,0.00913427382523089,NA,9853
"383","bt","glm",0.1,0.025,"2","8",200,0.5,0.0817010047701208,0.00994620927636253,NA,9853
"384","bt","glm",0.1,0.025,"2","8",200,0.9,0.0617070942860043,0.0161372170912412,NA,9853
"385","bt","glm",0.1,0.05,"2","8",200,0,0.263980513549173,0.010047701207754,NA,9853
"386","bt","glm",0.1,0.05,"2","8",200,0.5,0.195879427585507,0.0130924591494976,NA,9853
"387","bt","glm",0.1,0.05,"2","8",200,0.9,0.134375317162286,0.0174566121993302,NA,9853
"388","bt","glm",0.1,0.075,"2","8",200,0,0.579721912107987,0.01116411245306,NA,9853
"389","bt","glm",0.1,0.075,"2","8",200,0.5,0.393687201867452,0.0124835075611489,NA,9853
"390","bt","glm",0.1,0.075,"2","8",200,0.9,0.275550593727799,0.0172536283365472,NA,9853
"391","bt","glm",0.1,0.1,"2","8",200,0,0.8764843194966,0.00781487871714199,NA,9853
"392","bt","glm",0.1,0.1,"2","8",200,0.5,0.643864812747387,0.00811935451131635,NA,9853
"393","bt","glm",0.1,0.1,"2","8",200,0.9,0.491525423728814,0.017862579924896,NA,9853
"394","bt","glm",0.1,0.125,"2","8",200,0,0.990662742311986,0.00720592712879326,NA,9853
"395","bt","glm",0.1,0.125,"2","8",200,0.5,0.857403836395007,0.0093372576880138,NA,9853
"396","bt","glm",0.1,0.125,"2","8",200,0.9,0.724449406272201,0.0148178219831523,NA,9853
"397","bt","glm",0.1,0.15,"2","8",200,0,0.999594032274434,0.00730741906018472,NA,9853
"398","bt","glm",0.1,0.15,"2","8",200,0.5,0.966609154572212,0.0105551608647113,NA,9853
"399","bt","glm",0.1,0.15,"2","8",200,0.9,0.883588754694002,0.01674616867959,NA,9853
"400","bt","glm",0.1,0.175,"2","8",200,0,1,0.0069014513346189,NA,9853
"401","bt","glm",0.1,0.175,"2","8",200,0.5,0.99583883081295,0.0102506850705369,NA,9853
"402","bt","glm",0.1,0.175,"2","8",200,0.9,0.969653912513955,0.015629757434284,NA,9853
"403","bt","glm",0.1,0.2,"2","8",200,0,1,0.0080178625799249,NA,9853
"404","bt","glm",0.1,0.2,"2","8",200,0.5,0.999797016137217,0.00964173348218817,NA,9853
"405","bt","glm",0.1,0.2,"2","8",200,0.9,0.994316451842079,0.014513346188978,NA,9853
"406","bt","glm",0.1,0.001,"8","2",200,0,0.0115700801786258,0.042220643458845,NA,9853
"407","bt","glm",0.1,0.001,"8","2",200,0.5,0.0121790317669745,0.0412057241449305,NA,9853
"408","bt","glm",0.1,0.001,"8","2",200,0.9,0.0191819750329849,0.0360296356439663,NA,9853
"409","bt","glm",0.1,0.025,"8","2",200,0,0.0294326601035218,0.0412057241449305,NA,9853
"410","bt","glm",0.1,0.025,"8","2",200,0.5,0.0289252004465645,0.0376535065462296,NA,9853
"411","bt","glm",0.1,0.025,"8","2",200,0.9,0.0369430630264894,0.0338983050847458,NA,9853
"412","bt","glm",0.1,0.05,"8","2",200,0,0.0781487871714199,0.0406982644879732,NA,9853
"413","bt","glm",0.1,0.05,"8","2",200,0.5,0.0821069724956866,0.0400893128996245,NA,9853
"414","bt","glm",0.1,0.05,"8","2",200,0.9,0.0886024561047397,0.036638587232315,NA,9853
"415","bt","glm",0.1,0.075,"8","2",200,0,0.205825636861869,0.0367400791637065,NA,9853
"416","bt","glm",0.1,0.075,"8","2",200,0.5,0.195270475997158,0.0379579823404039,NA,9853
"417","bt","glm",0.1,0.075,"8","2",200,0.9,0.207043540038567,0.0326804019080483,NA,9853
"418","bt","glm",0.1,0.1,"8","2",200,0,0.430630264893941,0.037754998477621,NA,9853
"419","bt","glm",0.1,0.1,"8","2",200,0.5,0.398152846848676,0.0373490307520552,NA,9853
"420","bt","glm",0.1,0.1,"8","2",200,0.9,0.393991677661626,0.0303460874860449,NA,9853
"421","bt","glm",0.1,0.125,"8","2",200,0,0.704455495788085,0.039987820968233,NA,9853
"422","bt","glm",0.1,0.125,"8","2",200,0.5,0.646402111032173,0.0384654419973612,NA,9853
"423","bt","glm",0.1,0.125,"8","2",200,0.9,0.624175378057444,0.031056531005785,NA,9853
"424","bt","glm",0.1,0.15,"8","2",200,0,0.906322947325688,0.0376535065462296,NA,9853
"425","bt","glm",0.1,0.15,"8","2",200,0.5,0.851009844717345,0.0390743935857099,NA,9853
"426","bt","glm",0.1,0.15,"8","2",200,0.9,0.827260732771745,0.0302445955546534,NA,9853
"427","bt","glm",0.1,0.175,"8","2",200,0,0.98670455698772,0.0368415710950979,NA,9853
"428","bt","glm",0.1,0.175,"8","2",200,0.5,0.96234649345377,0.0359281437125748,NA,9853
"429","bt","glm",0.1,0.175,"8","2",200,0.9,0.949660002029839,0.0312595148685679,NA,9853
"430","bt","glm",0.1,0.2,"8","2",200,0,0.99928955648026,0.038871409722927,NA,9853
"431","bt","glm",0.1,0.2,"8","2",200,0.5,0.993200040596773,0.0356236679184005,NA,9853
"432","bt","glm",0.1,0.2,"8","2",200,0.9,0.989343347203897,0.0295341520349132,NA,9853
"433","bt","glm",0.1,0.001,"2","8",400,0,0.0442504820866741,0.00974322541357962,NA,9853
"434","bt","glm",0.1,0.001,"2","8",400,0.5,0.0376535065462296,0.0126864914239318,NA,9853
"435","bt","glm",0.1,0.001,"2","8",400,0.9,0.0349132243986603,0.0183700395818532,NA,9853
"436","bt","glm",0.1,0.025,"2","8",400,0,0.129503704455496,0.0104536689333198,NA,9853
"437","bt","glm",0.1,0.025,"2","8",400,0.5,0.101694915254237,0.0113670963158429,NA,9853
"438","bt","glm",0.1,0.025,"2","8",400,0.9,0.0754085050238506,0.0175581041307216,NA,9853
"439","bt","glm",0.1,0.05,"2","8",400,0,0.459555465340505,0.00954024155079671,NA,9853
"440","bt","glm",0.1,0.05,"2","8",400,0.5,0.307317568253324,0.012280523698366,NA,9853
"441","bt","glm",0.1,0.05,"2","8",400,0.9,0.221150918501979,0.0147163300517609,NA,9853
"442","bt","glm",0.1,0.075,"2","8",400,0,0.867756013396935,0.00974322541357962,NA,9853
"443","bt","glm",0.1,0.075,"2","8",400,0.5,0.646605094894956,0.0112656043844514,NA,9853
"444","bt","glm",0.1,0.075,"2","8",400,0.9,0.474068811529483,0.0155282655028925,NA,9853
"445","bt","glm",0.1,0.1,"2","8",400,0,0.997056733989648,0.00954024155079671,NA,9853
"446","bt","glm",0.1,0.1,"2","8",400,0.5,0.908758753679083,0.0093372576880138,NA,9853
"447","bt","glm",0.1,0.1,"2","8",400,0.9,0.785344565107074,0.0151222977773267,NA,9853
"448","bt","glm",0.1,0.125,"2","8",400,0,1,0.010047701207754,NA,9853
"449","bt","glm",0.1,0.125,"2","8",400,0.5,0.990053790723637,0.0126864914239318,NA,9853
"450","bt","glm",0.1,0.125,"2","8",400,0.9,0.946006292499746,0.0162387090226327,NA,9853
"451","bt","glm",0.1,0.15,"2","8",400,0,1,0.00903278189383944,NA,9853
"452","bt","glm",0.1,0.15,"2","8",400,0.5,0.999695524205826,0.0101491931391454,NA,9853
"453","bt","glm",0.1,0.15,"2","8",400,0.9,0.993403024459555,0.017862579924896,NA,9853
"454","bt","glm",0.1,0.175,"2","8",400,0,1,0.0110626205216685,NA,9853
"455","bt","glm",0.1,0.175,"2","8",400,0.5,1,0.0110626205216685,NA,9853
"456","bt","glm",0.1,0.175,"2","8",400,0.9,0.999695524205826,0.0185730234446362,NA,9853
"457","bt","glm",0.1,0.2,"2","8",400,0,1,0.00903278189383944,NA,9853
"458","bt","glm",0.1,0.2,"2","8",400,0.5,1,0.01116411245306,NA,9853
"459","bt","glm",0.1,0.2,"2","8",400,0.9,1,0.0162387090226327,NA,9853
"460","bt","glm",0.1,0.001,"8","2",400,0,0.0107581447274942,0.0418146757332792,NA,9853
"461","bt","glm",0.1,0.001,"8","2",400,0.5,0.0147163300517609,0.0416116918704963,NA,9853
"462","bt","glm",0.1,0.001,"8","2",400,0.9,0.0177610879935045,0.0341012889475287,NA,9853
"463","bt","glm",0.1,0.025,"8","2",400,0,0.0334923373591799,0.0419161676646707,NA,9853
"464","bt","glm",0.1,0.025,"8","2",400,0.5,0.0351162082614432,0.0382624581345783,NA,9853
"465","bt","glm",0.1,0.025,"8","2",400,0.9,0.0486146351365066,0.0350147163300518,NA,9853
"466","bt","glm",0.1,0.05,"8","2",400,0,0.135796204201766,0.037754998477621,NA,9853
"467","bt","glm",0.1,0.05,"8","2",400,0.5,0.136912615447072,0.0358266517811834,NA,9853
"468","bt","glm",0.1,0.05,"8","2",400,0.9,0.153151324469705,0.0361311275753578,NA,9853
"469","bt","glm",0.1,0.075,"8","2",400,0,0.409215467370344,0.0387699177915356,NA,9853
"470","bt","glm",0.1,0.075,"8","2",400,0.5,0.377042525119253,0.0376535065462296,NA,9853
"471","bt","glm",0.1,0.075,"8","2",400,0.9,0.383538008728306,0.0345072566730945,NA,9853
"472","bt","glm",0.1,0.1,"8","2",400,0,0.761595453161474,0.0403937886937988,NA,9853
"473","bt","glm",0.1,0.1,"8","2",400,0.5,0.705470415101999,0.0390743935857099,NA,9853
"474","bt","glm",0.1,0.1,"8","2",400,0.9,0.692783923678068,0.0311580229371765,NA,9853
"475","bt","glm",0.1,0.125,"8","2",400,0,0.967319598091952,0.0419161676646707,NA,9853
"476","bt","glm",0.1,0.125,"8","2",400,0.5,0.927128793260936,0.0398863290368416,NA,9853
"477","bt","glm",0.1,0.125,"8","2",400,0.9,0.9085557698163,0.0348117324672689,NA,9853
"478","bt","glm",0.1,0.15,"8","2",400,0,0.998376129097737,0.0392773774484928,NA,9853
"479","bt","glm",0.1,0.15,"8","2",400,0.5,0.992591089008424,0.0391758855171014,NA,9853
"480","bt","glm",0.1,0.15,"8","2",400,0.9,0.985689637673805,0.0325789099766569,NA,9853
"481","bt","glm",0.1,0.175,"8","2",400,0,1,0.0413072160763219,NA,9853
"482","bt","glm",0.1,0.175,"8","2",400,0.5,0.999492540343043,0.0395818532426672,NA,9853
"483","bt","glm",0.1,0.175,"8","2",400,0.9,0.999492540343043,0.0330863696336141,NA,9853
"484","bt","glm",0.1,0.2,"8","2",400,0,1,0.0401908048310159,NA,9853
"485","bt","glm",0.1,0.2,"8","2",400,0.5,1,0.0361311275753578,NA,9853
"486","bt","glm",0.1,0.2,"8","2",400,0.9,0.999797016137217,0.0352177001928347,NA,9853
"487","bonf","bglm",0.1,0.001,"2","8",100,0,0.0078,9e-04,0,10000
"488","bonf","bglm",0.1,0.001,"2","8",100,0.5,0.0058,0.0013,0,10000
