"method","model","pis","nresp","ntrt","corr","nsim","percent","percenti","pererror","perfail","N","J","cor"
"bonf","bglm",0.0625,10,100,0,10000,0.0266,0.0263,0,0,400,10,0
"bonf","bglm",0.0625,10,100,0.5,10000,0.024,0.0205,0,0,400,10,0.5
"bonf","bglm",0.0625,10,100,0.9,10000,0.0295,0.0085,0,0,400,10,0.9
"bonf","bglm",0.125,3,25,0,10000,0.0228,0.0227,0,0,100,3,0
"bonf","bglm",0.125,3,25,0.5,10000,0.0242,0.0225,0,0,100,3,0.5
"bonf","bglm",0.125,3,25,0.9,10000,0.0236,0.0139,0,0,100,3,0.9
"bonf","bglm",0.125,3,50,0,10000,0.0334,0.0328,0,0,200,3,0
"bonf","bglm",0.125,3,50,0.5,10000,0.034,0.0316,0,0,200,3,0.5
"bonf","bglm",0.125,3,50,0.9,10000,0.0299,0.0188,0,0,200,3,0.9
"bonf","bglm",0.125,3,100,0,10000,0.0395,0.0386,0,0,400,3,0
"bonf","bglm",0.125,3,100,0.5,10000,0.0394,0.0356,0,0,400,3,0.5
"bonf","bglm",0.125,3,100,0.9,10000,0.0404,0.0236,0,0,400,3,0.9
"bonf","bglm",0.125,5,25,0,10000,0.0169,0.0166,0,0,100,5,0
"bonf","bglm",0.125,5,25,0.5,10000,0.0172,0.0158,0,0,100,5,0.5
"bonf","bglm",0.125,5,25,0.9,10000,0.0187,0.0084,0,0,100,5,0.9
"bonf","bglm",0.125,5,50,0,10000,0.0312,0.0307,0,0,200,5,0
"bonf","bglm",0.125,5,50,0.5,10000,0.0288,0.0249,0,0,200,5,0.5
"bonf","bglm",0.125,5,50,0.9,10000,0.0318,0.0149,0,0,200,5,0.9
"bonf","bglm",0.125,5,100,0,10000,0.0407,0.0399,0,0,400,5,0
"bonf","bglm",0.125,5,100,0.5,10000,0.0388,0.0326,0,0,400,5,0.5
"bonf","bglm",0.125,5,100,0.9,10000,0.0316,0.0159,0,0,400,5,0.9
"bonf","bglm",0.125,10,25,0,10000,0.0156,0.0156,0,0,100,10,0
"bonf","bglm",0.125,10,25,0.5,10000,0.0117,0.0095,0,0,100,10,0.5
"bonf","bglm",0.125,10,25,0.9,10000,0.0135,0.0056,0,0,100,10,0.9
"bonf","bglm",0.125,10,50,0,10000,0.0248,0.0243,0,0,200,10,0
"bonf","bglm",0.125,10,50,0.5,10000,0.0201,0.0175,0,0,200,10,0.5
"bonf","bglm",0.125,10,50,0.9,10000,0.0277,0.0094,0,0,200,10,0.9
"bonf","bglm",0.125,10,100,0,10000,0.0437,0.0429,0,0,400,10,0
"bonf","bglm",0.125,10,100,0.5,10000,0.0368,0.0291,0,0,400,10,0.5
"bonf","bglm",0.125,10,100,0.9,10000,0.039,0.0144,0,0,400,10,0.9
"bonf","bglm",0.25,3,25,0,10000,0.0367,0.036,0,0,100,3,0
"bonf","bglm",0.25,3,25,0.5,10000,0.0325,0.0293,0,0,100,3,0.5
"bonf","bglm",0.25,3,25,0.9,10000,0.0365,0.022,0,0,100,3,0.9
"bonf","bglm",0.25,3,50,0,10000,0.041,0.0405,0,0,200,3,0
"bonf","bglm",0.25,3,50,0.5,10000,0.0382,0.0339,0,0,200,3,0.5
"bonf","bglm",0.25,3,50,0.9,10000,0.0393,0.0232,0,0,200,3,0.9
"bonf","bglm",0.25,3,100,0,10000,0.0405,0.0399,0,0,400,3,0
"bonf","bglm",0.25,3,100,0.5,10000,0.0478,0.0428,0,0,400,3,0.5
"bonf","bglm",0.25,3,100,0.9,10000,0.0408,0.0256,0,0,400,3,0.9
"bonf","bglm",0.25,5,25,0,10000,0.0314,0.031,0,0,100,5,0
"bonf","bglm",0.25,5,25,0.5,10000,0.0286,0.0244,0,0,100,5,0.5
"bonf","bglm",0.25,5,25,0.9,10000,0.0224,0.0107,0,0,100,5,0.9
"bonf","bglm",0.25,5,50,0,10000,0.0378,0.0371,0,0,200,5,0
"bonf","bglm",0.25,5,50,0.5,10000,0.0388,0.0335,0,0,200,5,0.5
"bonf","bglm",0.25,5,50,0.9,10000,0.0351,0.0157,0,0,200,5,0.9
"bonf","bglm",0.25,5,100,0,10000,0.0417,0.0406,0,0,400,5,0
"bonf","bglm",0.25,5,100,0.5,10000,0.0404,0.0355,0,0,400,5,0.5
"bonf","bglm",0.25,5,100,0.9,10000,0.0423,0.0189,0,0,400,5,0.9
"bonf","bglm",0.25,10,25,0,10000,0.0254,0.0252,0,0,100,10,0
"bonf","bglm",0.25,10,25,0.5,10000,0.0255,0.0213,0,0,100,10,0.5
"bonf","bglm",0.25,10,25,0.9,10000,0.0213,0.0086,0,0,100,10,0.9
"bonf","bglm",0.25,10,50,0,10000,0.0335,0.0329,0,0,200,10,0
"bonf","bglm",0.25,10,50,0.5,10000,0.032,0.027,0,0,200,10,0.5
"bonf","bglm",0.25,10,50,0.9,10000,0.0387,0.0129,0,0,200,10,0.9
"bonf","bglm",0.25,10,100,0,10000,0.045,0.0444,0,0,400,10,0
"bonf","bglm",0.25,10,100,0.5,10000,0.0422,0.032,0,0,400,10,0.5
"bonf","bglm",0.25,10,100,0.9,10000,0.0468,0.0148,0,0,400,10,0.9
"bonf","bglm",0.375,3,25,0,10000,0.0338,0.0335,0,0,100,3,0
"bonf","bglm",0.375,3,25,0.5,10000,0.0353,0.0321,0,0,100,3,0.5
"bonf","bglm",0.375,3,25,0.9,10000,0.0339,0.0213,0,0,100,3,0.9
"bonf","bglm",0.375,3,50,0,10000,0.0411,0.0405,0,0,200,3,0
"bonf","bglm",0.375,3,50,0.5,10000,0.0455,0.0412,0,0,200,3,0.5
"bonf","bglm",0.375,3,50,0.9,10000,0.0401,0.0234,0,0,200,3,0.9
"bonf","bglm",0.375,3,100,0,10000,0.046,0.0456,0,0,400,3,0
"bonf","bglm",0.375,3,100,0.5,10000,0.0481,0.0433,0,0,400,3,0.5
"bonf","bglm",0.375,3,100,0.9,10000,0.0458,0.0272,0,0,400,3,0.9
"bonf","bglm",0.375,5,25,0,10000,0.0324,0.0319,0,0,100,5,0
"bonf","bglm",0.375,5,25,0.5,10000,0.0335,0.0288,0,0,100,5,0.5
"bonf","bglm",0.375,5,25,0.9,10000,0.0353,0.0172,0,0,100,5,0.9
"bonf","bglm",0.375,5,50,0,10000,0.0394,0.039,0,0,200,5,0
"bonf","bglm",0.375,5,50,0.5,10000,0.0445,0.0376,0,0,200,5,0.5
"bonf","bglm",0.375,5,50,0.9,10000,0.0432,0.021,0,0,200,5,0.9
"bonf","bglm",0.375,5,100,0,10000,0.0435,0.0426,0,0,400,5,0
"bonf","bglm",0.375,5,100,0.5,10000,0.0483,0.0409,0,0,400,5,0.5
"bonf","bglm",0.375,5,100,0.9,10000,0.0439,0.0208,0,0,400,5,0.9
"bonf","bglm",0.375,10,25,0,10000,0.0284,0.028,0,0,100,10,0
"bonf","bglm",0.375,10,25,0.5,10000,0.0286,0.0236,0,0,100,10,0.5
"bonf","bglm",0.375,10,25,0.9,10000,0.0291,0.0102,0,0,100,10,0.9
"bonf","bglm",0.375,10,50,0,10000,0.0407,0.0402,0,0,200,10,0
"bonf","bglm",0.375,10,50,0.5,10000,0.0389,0.0325,0,0,200,10,0.5
"bonf","bglm",0.375,10,50,0.9,10000,0.037,0.0138,0,0,200,10,0.9
"bonf","bglm",0.375,10,100,0,10000,0.0437,0.043,0,0,400,10,0
"bonf","bglm",0.375,10,100,0.5,10000,0.0432,0.0348,0,0,400,10,0.5
"bonf","bglm",0.375,10,100,0.9,10000,0.0362,0.0136,0,0,400,10,0.9
"bonf","bglm",0.5,3,25,0,10000,0.0407,0.0403,0,0,100,3,0
"bonf","bglm",0.5,3,25,0.5,10000,0.039,0.035,0,0,100,3,0.5
"bonf","bglm",0.5,3,25,0.9,10000,0.042,0.0262,0,0,100,3,0.9
"bonf","bglm",0.5,3,50,0,10000,0.042,0.0414,0,0,200,3,0
"bonf","bglm",0.5,3,50,0.5,10000,0.0452,0.0404,0,0,200,3,0.5
"bonf","bglm",0.5,3,50,0.9,10000,0.034,0.0211,0,0,200,3,0.9
"bonf","bglm",0.5,3,100,0,10000,0.0434,0.0425,0,0,400,3,0
"bonf","bglm",0.5,3,100,0.5,10000,0.0479,0.0428,0,0,400,3,0.5
"bonf","bglm",0.5,3,100,0.9,10000,0.0478,0.0296,0,0,400,3,0.9
"bonf","bglm",0.5,5,25,0,10000,0.0333,0.0329,0,0,100,5,0
"bonf","bglm",0.5,5,25,0.5,10000,0.0344,0.0303,0,0,100,5,0.5
"bonf","bglm",0.5,5,25,0.9,10000,0.0327,0.0169,0,0,100,5,0.9
"bonf","bglm",0.5,5,50,0,10000,0.044,0.0429,0,0,200,5,0
"bonf","bglm",0.5,5,50,0.5,10000,0.0444,0.0374,0,0,200,5,0.5
"bonf","bglm",0.5,5,50,0.9,10000,0.0499,0.0224,0,0,200,5,0.9
"bonf","bglm",0.5,5,100,0,10000,0.0468,0.0456,0,0,400,5,0
"bonf","bglm",0.5,5,100,0.5,10000,0.0445,0.0372,0,0,400,5,0.5
"bonf","bglm",0.5,5,100,0.9,10000,0.0475,0.0217,0,0,400,5,0.9
"bonf","bglm",0.5,10,25,0,10000,0.0306,0.0305,0,0,100,10,0
"bonf","bglm",0.5,10,25,0.5,10000,0.0331,0.026,0,0,100,10,0.5
"bonf","bglm",0.5,10,25,0.9,10000,0.0331,0.0115,0,0,100,10,0.9
"bonf","bglm",0.5,10,50,0,10000,0.0453,0.0447,0,0,200,10,0
"bonf","bglm",0.5,10,50,0.5,10000,0.0385,0.0311,0,0,200,10,0.5
"bonf","bglm",0.5,10,50,0.9,10000,0.0343,0.0121,0,0,200,10,0.9
"bonf","bglm",0.5,10,100,0,10000,0.048,0.0468,0,0,400,10,0
"bonf","bglm",0.5,10,100,0.5,10000,0.0435,0.0341,0,0,400,10,0.5
"bonf","bglm",0.5,10,100,0.9,10000,0.0527,0.0162,0,0,400,10,0.9
"mmm","bglm",0.01,3,25,0,10000,0,0,0,0,100,3,0
"mmm","bglm",0.01,3,25,0.5,10000,0,0,0,0,100,3,0.5
"mmm","bglm",0.01,3,25,0.9,10000,6e-04,2e-04,0,0,100,3,0.9
"mmm","bglm",0.01,3,50,0,10000,3e-04,3e-04,0,0,200,3,0
"mmm","bglm",0.01,3,50,0.5,10000,8e-04,7e-04,0,0,200,3,0.5
"mmm","bglm",0.01,3,50,0.9,10000,0.0069,0.0025,0,0,200,3,0.9
"mmm","bglm",0.01,3,100,0,10000,0.0024,0.0024,0,0,400,3,0
"mmm","bglm",0.01,3,100,0.5,10000,0.0042,0.0039,0,0,400,3,0.5
"mmm","bglm",0.01,3,100,0.9,10000,0.0155,0.0073,0,0,400,3,0.9
"mmm","bglm",0.01,5,25,0,10000,0,0,0,0,100,5,0
"mmm","bglm",0.01,5,25,0.5,10000,1e-04,1e-04,0,0,100,5,0.5
"mmm","bglm",0.01,5,25,0.9,10000,9e-04,2e-04,0,0,100,5,0.9
"mmm","bglm",0.01,5,50,0,10000,0,0,0,0,200,5,0
"mmm","bglm",0.01,5,50,0.5,10000,3e-04,3e-04,0,0,200,5,0.5
"mmm","bglm",0.01,5,50,0.9,10000,0.0094,0.0023,0,0,200,5,0.9
"mmm","bglm",0.01,5,100,0,10000,0.0011,0.0011,0,0,400,5,0
"mmm","bglm",0.01,5,100,0.5,10000,0.0027,0.0023,0,0,400,5,0.5
"mmm","bglm",0.01,5,100,0.9,10000,0.0181,0.0058,0,0,400,5,0.9
"mmm","bglm",0.01,10,25,0,10000,0,0,0,0,100,10,0
"mmm","bglm",0.01,10,25,0.5,10000,0,0,0,0,100,10,0.5
"mmm","bglm",0.01,10,25,0.9,10000,0,0,0,0,100,10,0.9
"mmm","bglm",0.01,10,50,0,10000,0,0,0,0,200,10,0
"mmm","bglm",0.01,10,50,0.5,10000,1e-04,1e-04,0,0,200,10,0.5
"mmm","bglm",0.01,10,50,0.9,10000,0.0052,6e-04,0,0,200,10,0.9
"mmm","bglm",0.01,10,100,0,10000,4e-04,4e-04,0,0,400,10,0
"mmm","bglm",0.01,10,100,0.5,10000,4e-04,3e-04,0,0,400,10,0.5
"mmm","bglm",0.01,10,100,0.9,10000,0.0234,0.004,0,0,400,10,0.9
"mmm","bglm",0.0625,3,25,0,10000,0.0079,0.0079,0,0,100,3,0
"mmm","bglm",0.0625,3,25,0.5,10000,0.0115,0.0106,0,0,100,3,0.5
"mmm","bglm",0.0625,3,25,0.9,10000,0.0315,0.0156,0,0,100,3,0.9
"mmm","bglm",0.0625,3,50,0,10000,0.0261,0.0261,0,0,200,3,0
"mmm","bglm",0.0625,3,50,0.5,10000,0.0251,0.0222,0,0,200,3,0.5
"mmm","bglm",0.0625,3,50,0.9,10000,0.0572,0.0312,0,0,200,3,0.9
"mmm","bglm",0.0625,3,100,0,10000,0.0362,0.0357,0,0,400,3,0
"mmm","bglm",0.0625,3,100,0.5,10000,0.0413,0.0372,0,0,400,3,0.5
"mmm","bglm",0.0625,3,100,0.9,10000,0.0625,0.0357,0,0,400,3,0.9
"mmm","bglm",0.0625,5,25,0,10000,0.005,0.005,0,0,100,5,0
"mmm","bglm",0.0625,5,25,0.5,10000,0.0088,0.0071,0,0,100,5,0.5
"mmm","bglm",0.0625,5,25,0.9,10000,0.0409,0.0143,0,0,100,5,0.9
"mmm","bglm",0.0625,5,50,0,10000,0.0172,0.017,0,0,200,5,0
"mmm","bglm",0.0625,5,50,0.5,10000,0.0229,0.0195,0,0,200,5,0.5
"mmm","bglm",0.0625,5,50,0.9,10000,0.0667,0.0294,0,0,200,5,0.9
"mmm","bglm",0.0625,5,100,0,10000,0.0308,0.0305,0,0,400,5,0
"mmm","bglm",0.0625,5,100,0.5,10000,0.0332,0.029,0,0,400,5,0.5
"mmm","bglm",0.0625,5,100,0.9,10000,0.0842,0.0364,0,0,400,5,0.9
"mmm","bglm",0.0625,10,25,0,10000,0.0025,0.0025,0,0,100,10,0
"mmm","bglm",0.0625,10,25,0.5,10000,0.0056,0.0047,0,0,100,10,0.5
"mmm","bglm",0.0625,10,25,0.9,10000,0.0435,0.0113,0,0,100,10,0.9
"mmm","bglm",0.0625,10,50,0,10000,0.0142,0.0142,0,0,200,10,0
"mmm","bglm",0.0625,10,50,0.5,10000,0.0254,0.0191,0,0,200,10,0.5
"mmm","bglm",0.0625,10,50,0.9,10000,0.0859,0.0245,0,0,200,10,0.9
"mmm","bglm",0.0625,10,100,0,10000,0.0263,0.0261,0,0,400,10,0
"mmm","bglm",0.0625,10,100,0.5,10000,0.0371,0.0302,0,0,400,10,0.5
"mmm","bglm",0.0625,10,100,0.9,10000,0.119,0.0343,0,0,400,10,0.9
"mmm","bglm",0.125,3,25,0,10000,0.0238,0.0233,0,0,100,3,0
"mmm","bglm",0.125,3,25,0.5,10000,0.0271,0.0244,0,0,100,3,0.5
"mmm","bglm",0.125,3,25,0.9,10000,0.0574,0.0312,0,0,100,3,0.9
"mmm","bglm",0.125,3,50,0,10000,0.0312,0.0311,0,0,200,3,0
"mmm","bglm",0.125,3,50,0.5,10000,0.0414,0.0377,0,0,200,3,0.5
"mmm","bglm",0.125,3,50,0.9,10000,0.0667,0.0397,0,0,200,3,0.9
"mmm","bglm",0.125,3,100,0,10000,0.0452,0.0444,0,0,400,3,0
"mmm","bglm",0.125,3,100,0.5,10000,0.0423,0.0382,0,0,400,3,0.5
"mmm","bglm",0.125,3,100,0.9,10000,0.0726,0.0402,0,0,400,3,0.9
"mmm","bglm",0.125,5,25,0,10000,0.0174,0.0172,0,0,100,5,0
"mmm","bglm",0.125,5,25,0.5,10000,0.021,0.0183,0,0,100,5,0.5
"mmm","bglm",0.125,5,25,0.9,10000,0.0733,0.0288,0,0,100,5,0.9
"mmm","bglm",0.125,5,50,0,10000,0.03,0.0298,0,0,200,5,0
"mmm","bglm",0.125,5,50,0.5,10000,0.0395,0.0337,0,0,200,5,0.5
"mmm","bglm",0.125,5,50,0.9,10000,0.0843,0.0363,0,0,200,5,0.9
"mmm","bglm",0.125,5,100,0,10000,0.0386,0.0379,0,0,400,5,0
"mmm","bglm",0.125,5,100,0.5,10000,0.0503,0.0425,0,0,400,5,0.5
"mmm","bglm",0.125,5,100,0.9,10000,0.0928,0.0425,0,0,400,5,0.9
"mmm","bglm",0.125,10,25,0,10000,0.0135,0.0134,0,0,100,10,0
"mmm","bglm",0.125,10,25,0.5,10000,0.02,0.0155,0,0,100,10,0.5
"mmm","bglm",0.125,10,25,0.9,10000,0.0921,0.0279,0,0,100,10,0.9
"mmm","bglm",0.125,10,50,0,10000,0.0285,0.0285,0,0,200,10,0
"mmm","bglm",0.125,10,50,0.5,10000,0.0339,0.0264,0,0,200,10,0.5
"mmm","bglm",0.125,10,50,0.9,10000,0.122,0.0327,0,0,200,10,0.9
"mmm","bglm",0.125,10,100,0,10000,0.0392,0.0383,0,0,400,10,0
"mmm","bglm",0.125,10,100,0.5,10000,0.0492,0.0374,0,0,400,10,0.5
"mmm","bglm",0.125,10,100,0.9,10000,0.1512,0.0439,0,0,400,10,0.9
"mmm","bglm",0.25,3,25,0,10000,0.0355,0.0352,0,0,100,3,0
"mmm","bglm",0.25,3,25,0.5,10000,0.0399,0.0366,0,0,100,3,0.5
"mmm","bglm",0.25,3,25,0.9,10000,0.069,0.0391,0,0,100,3,0.9
"mmm","bglm",0.25,3,50,0,10000,0.0391,0.0385,0,0,200,3,0
"mmm","bglm",0.25,3,50,0.5,10000,0.0461,0.0425,0,0,200,3,0.5
"mmm","bglm",0.25,3,50,0.9,10000,0.0759,0.0438,0,0,200,3,0.9
"mmm","bglm",0.25,3,100,0,10000,0.0464,0.046,0,0,400,3,0
"mmm","bglm",0.25,3,100,0.5,10000,0.0503,0.0454,0,0,400,3,0.5
"mmm","bglm",0.25,3,100,0.9,10000,0.0812,0.0475,0,0,400,3,0.9
"mmm","bglm",0.25,5,25,0,10000,0.0317,0.0314,0,0,100,5,0
"mmm","bglm",0.25,5,25,0.5,10000,0.0412,0.0351,0,0,100,5,0.5
"mmm","bglm",0.25,5,25,0.9,10000,0.084,0.0341,0,0,100,5,0.9
"mmm","bglm",0.25,5,50,0,10000,0.0364,0.0356,0,0,200,5,0
"mmm","bglm",0.25,5,50,0.5,10000,0.0468,0.0395,0,0,200,5,0.5
"mmm","bglm",0.25,5,50,0.9,10000,0.0994,0.043,0,0,200,5,0.9
"mmm","bglm",0.25,5,100,0,10000,0.0438,0.0432,0,0,400,5,0
"mmm","bglm",0.25,5,100,0.5,10000,0.0512,0.0441,0,0,400,5,0.5
"mmm","bglm",0.25,5,100,0.9,10000,0.1181,0.0509,0,0,400,5,0.9
"mmm","bglm",0.25,10,25,0,10000,0.0277,0.0274,0,0,100,10,0
"mmm","bglm",0.25,10,25,0.5,10000,0.0368,0.0294,0,0,100,10,0.5
"mmm","bglm",0.25,10,25,0.9,10000,0.1198,0.0353,0,0,100,10,0.9
"mmm","bglm",0.25,10,50,0,10000,0.0373,0.0361,0,0,200,10,0
"mmm","bglm",0.25,10,50,0.5,10000,0.0461,0.0371,0,0,200,10,0.5
"mmm","bglm",0.25,10,50,0.9,10000,0.1561,0.0433,0,0,200,10,0.9
"mmm","bglm",0.25,10,100,0,10000,0.0481,0.0473,0,0,400,10,0
"mmm","bglm",0.25,10,100,0.5,10000,0.0563,0.0445,0,0,400,10,0.5
"mmm","bglm",0.25,10,100,0.9,10000,0.1541,0.0446,0,0,400,10,0.9
"mmm","bglm",0.375,3,25,0,10000,0.0357,0.0352,0,0,100,3,0
"mmm","bglm",0.375,3,25,0.5,10000,0.0434,0.0386,0,0,100,3,0.5
"mmm","bglm",0.375,3,25,0.9,10000,0.079,0.044,0,0,100,3,0.9
"mmm","bglm",0.375,3,50,0,10000,0.0458,0.045,0,0,200,3,0
"mmm","bglm",0.375,3,50,0.5,10000,0.0532,0.0463,0,0,200,3,0.5
"mmm","bglm",0.375,3,50,0.9,10000,0.0691,0.0416,0,0,200,3,0.9
"mmm","bglm",0.375,3,100,0,10000,0.0458,0.0447,0,0,400,3,0
"mmm","bglm",0.375,3,100,0.5,10000,0.048,0.0441,0,0,400,3,0.5
"mmm","bglm",0.375,3,100,0.9,10000,0.0829,0.0462,0,0,400,3,0.9
"mmm","bglm",0.375,5,25,0,10000,0.0358,0.035,0,0,100,5,0
"mmm","bglm",0.375,5,25,0.5,10000,0.0416,0.0348,0,0,100,5,0.5
"mmm","bglm",0.375,5,25,0.9,10000,0.0941,0.0393,0,0,100,5,0.9
"mmm","bglm",0.375,5,50,0,10000,0.0404,0.0394,0,0,200,5,0
"mmm","bglm",0.375,5,50,0.5,10000,0.0444,0.0389,0,0,200,5,0.5
"mmm","bglm",0.375,5,50,0.9,10000,0.1143,0.0485,0,0,200,5,0.9
"mmm","bglm",0.375,5,100,0,10000,0.0475,0.0466,0,0,400,5,0
"mmm","bglm",0.375,5,100,0.5,10000,0.0558,0.0477,0,0,400,5,0.5
"mmm","bglm",0.375,5,100,0.9,10000,0.1123,0.0492,0,0,400,5,0.9
"mmm","bglm",0.375,10,25,0,10000,0.0331,0.0327,0,0,100,10,0
"mmm","bglm",0.375,10,25,0.5,10000,0.0458,0.0349,0,0,100,10,0.5
"mmm","bglm",0.375,10,25,0.9,10000,0.1333,0.0395,0,0,100,10,0.9
"mmm","bglm",0.375,10,50,0,10000,0.042,0.0408,0,0,200,10,0
"mmm","bglm",0.375,10,50,0.5,10000,0.0519,0.0402,0,0,200,10,0.5
"mmm","bglm",0.375,10,50,0.9,10000,0.1557,0.0428,0,0,200,10,0.9
"mmm","bglm",0.375,10,100,0,10000,0.0438,0.0427,0,0,400,10,0
"mmm","bglm",0.375,10,100,0.5,10000,0.0615,0.0452,0,0,400,10,0.5
"mmm","bglm",0.375,10,100,0.9,10000,0.1589,0.0479,0,0,400,10,0.9
"mmm","bglm",0.5,3,25,0,10000,0.0366,0.0359,0,0,100,3,0
"mmm","bglm",0.5,3,25,0.5,10000,0.0428,0.038,0,0,100,3,0.5
"mmm","bglm",0.5,3,25,0.9,10000,0.0768,0.044,0,0,100,3,0.9
"mmm","bglm",0.5,3,50,0,10000,0.0423,0.0417,0,0,200,3,0
"mmm","bglm",0.5,3,50,0.5,10000,0.0509,0.0455,0,0,200,3,0.5
"mmm","bglm",0.5,3,50,0.9,10000,0.0782,0.0446,0,0,200,3,0.9
"mmm","bglm",0.5,3,100,0,10000,0.0495,0.0489,0,0,400,3,0
"mmm","bglm",0.5,3,100,0.5,10000,0.0492,0.0428,0,0,400,3,0.5
"mmm","bglm",0.5,3,100,0.9,10000,0.0822,0.048,0,0,400,3,0.9
"mmm","bglm",0.5,5,25,0,10000,0.0331,0.0329,0,0,100,5,0
"mmm","bglm",0.5,5,25,0.5,10000,0.0471,0.0394,0,0,100,5,0.5
"mmm","bglm",0.5,5,25,0.9,10000,0.0851,0.0396,0,0,100,5,0.9
"mmm","bglm",0.5,5,50,0,10000,0.0416,0.0412,0,0,200,5,0
"mmm","bglm",0.5,5,50,0.5,10000,0.053,0.0436,0,0,200,5,0.5
"mmm","bglm",0.5,5,50,0.9,10000,0.0998,0.0442,0,0,200,5,0.9
"mmm","bglm",0.5,5,100,0,10000,0.0487,0.0471,0,0,400,5,0
"mmm","bglm",0.5,5,100,0.5,10000,0.055,0.0447,0,0,400,5,0.5
"mmm","bglm",0.5,5,100,0.9,10000,0.0952,0.0418,0,0,400,5,0.9
"mmm","bglm",0.5,10,25,0,10000,0.0335,0.033,0,0,100,10,0
"mmm","bglm",0.5,10,25,0.5,10000,0.0368,0.0311,0,0,100,10,0.5
"mmm","bglm",0.5,10,25,0.9,10000,0.1456,0.0407,0,0,100,10,0.9
"mmm","bglm",0.5,10,50,0,10000,0.042,0.0413,0,0,200,10,0
"mmm","bglm",0.5,10,50,0.5,10000,0.0561,0.0437,0,0,200,10,0.5
"mmm","bglm",0.5,10,50,0.9,10000,0.156,0.0456,0,0,200,10,0.9
"mmm","bglm",0.5,10,100,0,10000,0.0456,0.0442,0,0,400,10,0
"mmm","bglm",0.5,10,100,0.5,10000,0.0656,0.0494,0,0,400,10,0.5
"mmm","bglm",0.5,10,100,0.9,10000,0.1581,0.048,0,0,400,10,0.9
